komentar,rating,date,nama_bank,channel,sentimen,text_clean,text_preprocessed
Sngat bgusss,5,2021-07-10 8:41:44,Neocommerce,Playstore,positif,sngat bgusss,"['sngat', 'bgusss']"
Aplikasi menyusahkan. Topup emoney 50rb dan 200rb di beda kartu tidak bisa update saldo. DUNGU,1,2022-02-14 16:01:13,Livin,Playstore,negatif,aplikasi menyusahkan topup emoney rb dan rb di beda kartu tidak bisa update saldo dungu,"['susah', 'topup', 'emoney', 'rb', 'rb', 'beda', 'kartu', 'update', 'saldo', 'dungu']"
dompet digital susah dan ribet. harus temui salesnya. salesnya ada dimana kita gak tahu..,1,2019-02-21 3:22:47,Digibank,Playstore,negatif,dompet digital susah dan ribet harus temui salesnya salesnya ada dimana kita gak tahu,"['dompet', 'digital', 'susah', 'ribet', 'temu', 'salesnya', 'salesnya', 'mana', 'gak']"
"Om/mba admin ,kapan yang di jawa barat bisa ikutan gabung ,terus yang ga punya npwp ga bisa gabung karena apa aya",5,2017-03-23 11:09:25,Jenius,Playstore,netral,ommba admin kapan yang di jawa barat bisa ikutan gabung terus yang ga punya npwp ga bisa gabung karena apa aya,"['ommba', 'admin', 'jawa', 'barat', 'ikut', 'gabung', 'ga', 'npwp', 'ga', 'gabung', 'aya']"
Bagus mantap,3,2021-12-29 10:19:22,Livin,Playstore,positif,bagus mantap,"['bagus', 'mantap']"
"Aplikasinya lebih lengkap dengan ui terbaru, good job, saran: kontak rekening sebaiknya bisa diedit (tambah, hapus, sunting) tanpa harus transfer terlebih dahulu.. akan lbh bagus.",5,2021-10-06 0:55:24,Livin,Playstore,positif,aplikasinya lebih lengkap dengan ui terbaru good job saran kontak rekening sebaiknya bisa diedit tambah hapus sunting tanpa harus transfer terlebih dahulu akan lbh bagus,"['aplikasi', 'lengkap', 'ui', 'baru', 'good', 'job', 'saran', 'kontak', 'rekening', 'edit', 'hapus', 'sunting', 'transfer', 'lbh', 'bagus']"
"aplikasi jenius ini bisa pinjsm uang kaga yah, saya belum paham",5,2019-05-17 6:53:59,Jenius,Playstore,netral,aplikasi jenius ini bisa pinjsm uang kaga yah saya belum paham,"['pinjsm', 'uang', 'kaga', 'yah', 'paham']"
"Berat app nya UI nya bagus, tapi performance aplikasi waduh bgt. Tiap buka apps pasti ga lama kemudian HP restart.

Kalau ngga restart, dia panas bgt. Semoga bisa diimprove kedepannya 👍🏽",3,2021-04-27 9:38:05,TMRW,Appstore,netral,berat app nya ui nya bagus tapi performance aplikasi waduh bgt tiap buka apps pasti ga lama kemudian hp restart  kalau ngga restart dia panas bgt semoga bisa diimprove kedepannya 👍🏽,"['berat', 'ui', 'bagus', 'performance', 'buka', 'ga', 'hp', 'restart', 'ngga', 'restart', 'panas', 'moga', 'diimprove', 'depan', '']"
Kenapa ya sekarang aplikasi DBS sering error dan susah untuk login dan saya juga sudah kontak customer services dan sudah diaduin semua tetap aja bermasalah terus jadi untuk pengembang Tolong diperhatiin lagi setelah Kurang lebih 3 bulan update jadi banyak masalah nih,3,2020-12-20 2:41:48,Digibank,Playstore,negatif,kenapa ya sekarang aplikasi dbs sering error dan susah untuk login dan saya juga sudah kontak customer services dan sudah diaduin semua tetap aja bermasalah terus jadi untuk pengembang tolong diperhatiin lagi setelah kurang lebih  bulan update jadi banyak masalah nih,"['error', 'susah', 'login', 'kontak', 'customer', 'services', 'diaduin', 'masalah', 'kembang', 'tolong', 'diperhatiin', 'update']"
Buruk,1,2021-11-20 11:59:31,Livin,Playstore,negatif,buruk,['buruk']
Mantap,5,2021-06-28 11:40:54,Neocommerce,Playstore,positif,mantap,['mantap']
Apk nya ga jlas pas mau verifikasi wajah katany a blm lolos blm lolos aja heran udh 1000x nyoba ttp aja ggal ga bz terferifikasi wajahnya ha boleh bergerak pda hal sya udh ngikutin petunjuk dan arahannya tpi msi aja ttp nijil hsilnya jdi kcewa donload apk ni,1,2021-06-27 8:39:45,Neocommerce,Playstore,negatif,apk nya ga jlas pas mau verifikasi wajah katany a blm lolos blm lolos aja heran udh x nyoba ttp aja ggal ga bz terferifikasi wajahnya ha boleh bergerak pda hal sya udh ngikutin petunjuk dan arahannya tpi msi aja ttp nijil hsilnya jdi kcewa donload apk ni,"['ga', 'jlas', 'verifikasi', 'wajah', 'katany', 'a', 'blm', 'lolos', 'blm', 'lolos', 'heran', 'x', 'nyoba', 'ttp', 'ggal', 'ga', 'bz', 'terferifikasi', 'wajah', 'ha', 'gerak', 'pda', 'sya', 'ngikutin', 'tunjuk', 'arah', 'tpi', 'msi', 'ttp', 'nijil', 'hsilnya', 'jdi', 'kcewa', 'donload', 'ni']"
keren,5,2022-02-21 10:04:01,Neocommerce,Playstore,positif,keren,['keren']
"menabung jadi lebih gampang pake jenius, bisa buat top up juga",5,2021-07-13 4:13:23,Jenius,Playstore,positif,menabung jadi lebih gampang pake jenius bisa buat top up juga,"['tabung', 'gampang', 'pake', 'top', 'up']"
"Online purchases Buka rekening jenius, kartunya bisa buat pembelian online / subscription dll, tanpa harus punya kartu kredit. Hal yg harusnya dilakukan oleh bank2 lain. Thanks jenius!",4,2018-02-26 1:05:14,Jenius,Appstore,positif,online purchases buka rekening jenius kartunya bisa buat pembelian online  subscription dll tanpa harus punya kartu kredit hal yg harusnya dilakukan oleh bank lain thanks jenius,"['online', 'purchases', 'buka', 'rekening', 'kartu', 'beli', 'online', 'subscription', 'dll', 'kartu', 'kredit', 'thanks']"
☹👍,4,2021-06-28 11:41:05,Neocommerce,Playstore,netral,☹👍,['']
Mantap,5,2021-09-22 13:27:47,Blu,Playstore,positif,mantap,['mantap']
"Ribet enak yg biru, tolol orang IT nya",1,2022-01-31 5:41:23,Livin,Playstore,negatif,ribet enak yg biru tolol orang it nya,"['ribet', 'enak', 'biru', 'tolol', 'orang', 'it']"
mantap,5,2021-12-01 2:47:58,Livin,Playstore,positif,mantap,['mantap']
Ok,5,2021-11-21 1:37:59,Livin,Playstore,positif,ok,['ok']
Sya dari kemarin2 daftar blum juga bisa2 kasih segini dlu klo dah sukses bru di tambahin,3,2021-10-25 7:51:13,Neocommerce,Playstore,netral,sya dari kemarin daftar blum juga bisa kasih segini dlu klo dah sukses bru di tambahin,"['sya', 'kemarin', 'daftar', 'blum', 'kasih', 'gin', 'dlu', 'dah', 'sukses', 'bru', 'tambahin']"
mantab de dbs,5,2019-06-19 11:20:44,Digibank,Playstore,positif,mantab de dbs,"['mantab', 'de']"
Aplikasi ini membuat penyimpanan lebih mudah seperti mobile banking seperti debit card online,5,2021-06-06 7:32:33,Jenius,Playstore,positif,aplikasi ini membuat penyimpanan lebih mudah seperti mobile banking seperti debit card online,"['simpan', 'mudah', 'mobile', 'banking', 'debit', 'card', 'online']"
Sy daftar buku tabungan dibilang ud terdaftar? Dari mana terdaftr rek tabungan saya padahal saya baru saftar...tolong konfirmasi penjelasannya...?,4,2022-01-30 19:11:52,Neocommerce,Playstore,netral,sy daftar buku tabungan dibilang ud terdaftar dari mana terdaftr rek tabungan saya padahal saya baru saftartolong konfirmasi penjelasannya,"['daftar', 'buku', 'tabung', 'bilang', 'ud', 'daftar', 'terdaftr', 'rek', 'tabung', 'saftartolong', 'konfirmasi', 'jelas']"
mana duitnya? kok saya gk dpt?,5,2021-06-23 7:24:38,Neocommerce,Playstore,negatif,mana duitnya kok saya gk dpt,"['duit', 'gk', 'dpt']"
Gud,5,2021-08-02 12:20:00,Neocommerce,Playstore,positif,gud,['gud']
"Gimana nih ko bonus nggk masuk ke saya pas saya dftar pake kode referal sya malah d aplikasi udnngn berhasil aja yg masuk bonusnya saya nggk ada yg masuk udah 5 org lo saya undangtapi nggk ada yg masuk saldonya,,ini gimana ni udah pake ktp mala tolong dong lebih dperhatikan lagi,,saya minta tanggung jawabnya dong",3,2021-10-14 22:58:45,Neocommerce,Playstore,negatif,gimana nih ko bonus nggk masuk ke saya pas saya dftar pake kode referal sya malah d aplikasi udnngn berhasil aja yg masuk bonusnya saya nggk ada yg masuk udah  org lo saya undangtapi nggk ada yg masuk saldonyaini gimana ni udah pake ktp mala tolong dong lebih dperhatikan lagisaya minta tanggung jawabnya dong,"['gimana', 'ko', 'bonus', 'nggk', 'masuk', 'dftar', 'pake', 'kode', 'referal', 'sya', 'd', 'udnngn', 'hasil', 'masuk', 'bonus', 'nggk', 'masuk', 'udah', 'org', 'lo', 'undangtapi', 'nggk', 'masuk', 'saldonyaini', 'gimana', 'ni', 'udah', 'pake', 'ktp', 'mala', 'tolong', 'dperhatikan', 'lagisaya', 'tanggung']"
Aplikasi perbankan yang memudahkan segala transaksi baik offline maupun online. This is very JENIUS,5,2021-06-28 4:35:29,Jenius,Playstore,positif,aplikasi perbankan yang memudahkan segala transaksi baik offline maupun online this is very jenius,"['perban', 'mudah', 'transaksi', 'offline', 'online', 'this', 'is', 'very']"
Bagus,5,2021-12-12 3:25:49,Jago,Playstore,positif,bagus,['bagus']
Mantap,5,2022-01-22 11:33:05,Jago,Playstore,positif,mantap,['mantap']
"Saya masih blm punya ktp,dan saya ingin buka rek di neo bank",1,2021-12-15 23:30:34,Neocommerce,Playstore,netral,saya masih blm punya ktpdan saya ingin buka rek di neo bank,"['blm', 'ktpdan', 'buka', 'rek']"
Tidak bisa ngisi saldo di grai alfamart/ alfamidi/ indomart,4,2021-09-10 10:28:22,Neocommerce,Playstore,negatif,tidak bisa ngisi saldo di grai alfamart alfamidi indomart,"['ngisi', 'saldo', 'grai', 'alfamart', 'alfamidi', 'indomart']"
"Aplikasi sebagus ini kok ngak viral ya? Keren asli, kalo tf antar bank ngak ada biaya admin.luv banget",5,2021-09-15 1:57:47,Neocommerce,Playstore,positif,aplikasi sebagus ini kok ngak viral ya keren asli kalo tf antar bank ngak ada biaya adminluv banget,"['bagus', 'ngak', 'viral', 'keren', 'asli', 'tf', 'ngak', 'biaya', 'adminluv']"
bisnis gw skrg bayar apa apa tinggal pake jenius,5,2021-03-31 17:12:15,Jenius,Playstore,positif,bisnis gw skrg bayar apa apa tinggal pake jenius,"['bisnis', 'gw', 'bayar', 'tinggal', 'pake']"
Bagus,5,2021-10-26 10:31:04,Neocommerce,Playstore,positif,bagus,['bagus']
Ok,5,2022-01-21 3:29:40,Jago,Playstore,positif,ok,['ok']
Aplikasi sangat buruk loading terus padahal jaringan onfire,1,2021-10-26 23:33:17,Livin,Playstore,negatif,aplikasi sangat buruk loading terus padahal jaringan onfire,"['buruk', 'loading', 'jaring', 'onfire']"
Lemot Lemot gilaaaa keburu jd aki2 gw tiap buka.,1,2020-09-03 7:52:27,Jenius,Appstore,negatif,lemot lemot gilaaaa keburu jd aki gw tiap buka,"['lot', 'lot', 'gilaaaa', 'keburu', 'jd', 'aki', 'gw', 'buka']"
"Tolong ditambah metode login dengan pin, karena ribet masuknya, manalagi keyboardnya aneh, gak semua orang punya device dengan biometric. Terimakasih",5,2021-09-12 2:20:00,LineBank,Playstore,negatif,tolong ditambah metode login dengan pin karena ribet masuknya manalagi keyboardnya aneh gak semua orang punya device dengan biometric terimakasih,"['tolong', 'tambah', 'metode', 'login', 'pin', 'ribet', 'masuk', 'keyboardnya', 'aneh', 'gak', 'orang', 'device', 'biometric', 'terimakasih']"
Kasih 4 dulu klau bsa pinjaman berhasil langsung tak kasih 5,4,2020-04-01 10:29:28,Digibank,Playstore,netral,kasih  dulu klau bsa pinjaman berhasil langsung tak kasih,"['kasih', 'klau', 'bsa', 'pinjam', 'hasil', 'langsung', 'kasih']"
Bagus sih tp sayangnya gak ada no kontak yg bisa di hubungi jika ada kendala,4,2021-11-21 13:02:09,Blu,Playstore,netral,bagus sih tp sayangnya gak ada no kontak yg bisa di hubungi jika ada kendala,"['bagus', 'sayang', 'gak', 'no', 'kontak', 'hubung', 'kendala']"
Kenapa jadi ribet ya...hadeeee..,2,2021-11-05 9:59:11,Livin,Playstore,negatif,kenapa jadi ribet yahadeeee,"['ribet', 'yahadeeee']"
Sejau ini bagus menurutku. Bunganya jg tinggi,5,2022-01-07 4:07:09,Neocommerce,Playstore,positif,sejau ini bagus menurutku bunganya jg tinggi,"['sejau', 'bagus', 'turut', 'bunga', 'jg']"
Kak kenapa kode nya gk muncul muncul ya saya dah berapa kali mendaftar tapi tp nya gk muncul muncul di sms,2,2021-10-06 3:55:30,Neocommerce,Playstore,netral,kak kenapa kode nya gk muncul muncul ya saya dah berapa kali mendaftar tapi tp nya gk muncul muncul di sms,"['kak', 'kode', 'gk', 'muncul', 'muncul', 'dah', 'kali', 'daftar', 'gk', 'muncul', 'muncul', 'sms']"
oke,5,2021-11-24 9:34:39,Jago,Playstore,positif,oke,['oke']
Untuk membuat kartu Jenius baru tidak perlu ribet. cukup dengan aplikasi Jenius dan bisa dilakukan dimana saja tanpa harus ke bank,5,2020-10-16 3:09:36,Jenius,Playstore,positif,untuk membuat kartu jenius baru tidak perlu ribet cukup dengan aplikasi jenius dan bisa dilakukan dimana saja tanpa harus ke bank,"['kartu', 'ribet', 'mana']"
"Jenius sangat membantu untuk mengelola keuanganku dengan baik, di samping aktivasi yang sangat simple dan mudah, fitur-fiturnya juga sangat bermanfaat, dan sangat aman tentunya 😊",5,2021-05-01 20:07:09,Jenius,Playstore,positif,jenius sangat membantu untuk mengelola keuanganku dengan baik di samping aktivasi yang sangat simple dan mudah fiturfiturnya juga sangat bermanfaat dan sangat aman tentunya 😊,"['bantu', 'kelola', 'uang', 'samping', 'aktivasi', 'simple', 'mudah', 'fiturfiturnya', 'manfaat', 'aman', '']"
Ok,5,2021-07-08 6:33:23,Jago,Playstore,positif,ok,['ok']
Assalamualaikum,5,2021-10-01 13:47:59,Neocommerce,Playstore,netral,assalamualaikum,['assalamualaikum']
"Jika aplikasi kamu sering error maka saya sarankan pake aplikasi jenius versi lama, saya juga ngalamin error terus pas saya ganti versi lama lancar2 aja.  Yg butuh aplikasi versi lama kunjungi contact sy.  BUKA REKENING BANK ONLINE TANPA HARUS BERANJAK KEMANA-MANA, DAPET BONUS SALDO 50.000 DAN QUOTA INTERNET 5GB BAGI YG MENDAFTAR MEMASUKAN KODE CHASTAG  UNTUK ITU JIKA ANDA MENDAFTAR PERTAMA KALI JANGAN LUPA MASUKAN KODE CHASTAG      $RONALDEV    AGAR LANGSUNG DAPET BONUS 50.000 KETIKA AKUN KAMU AKTIVASI",5,2017-01-23 0:48:51,Jenius,Playstore,netral,jika aplikasi kamu sering error maka saya sarankan pake aplikasi jenius versi lama saya juga ngalamin error terus pas saya ganti versi lama lancar aja  yg butuh aplikasi versi lama kunjungi contact sy  buka rekening bank online tanpa harus beranjak kemanamana dapet bonus saldo  dan quota internet gb bagi yg mendaftar memasukan kode chastag  untuk itu jika anda mendaftar pertama kali jangan lupa masukan kode chastag      ronaldev    agar langsung dapet bonus  ketika akun kamu aktivasi,"['error', 'saran', 'pake', 'versi', 'ngalamin', 'error', 'ganti', 'versi', 'lancar', 'butuh', 'versi', 'kunjung', 'contact', 'buka', 'rekening', 'online', 'anjak', 'kemanamana', 'dapet', 'bonus', 'saldo', 'quota', 'internet', 'gb', 'daftar', 'pasu', 'kode', 'chastag', 'daftar', 'kali', 'lupa', 'masuk', 'kode', 'chastag', 'ronaldev', 'langsung', 'dapet', 'bonus', 'akun', 'aktivasi']"
"Kok saya GK bisa menghubungkan rekening skrng ? Kok tulisannya buka rekening gahgal ? Padahal saya udah ikuti syaratnya , tapi blom bisa hubungkan ke rekening saya ? Nanti klo udah bisa hubungkan rekening saya , saya jaji akan bintang lgi Mohon kasih penjelasan nya min🙏 ,",3,2021-09-14 3:18:44,Neocommerce,Playstore,negatif,kok saya gk bisa menghubungkan rekening skrng  kok tulisannya buka rekening gahgal  padahal saya udah ikuti syaratnya  tapi blom bisa hubungkan ke rekening saya  nanti klo udah bisa hubungkan rekening saya  saya jaji akan bintang lgi mohon kasih penjelasan nya min🙏,"['gk', 'hubung', 'rekening', 'skrng', 'tulis', 'buka', 'rekening', 'gahgal', 'udah', 'ikut', 'syarat', 'blom', 'hubung', 'rekening', 'udah', 'hubung', 'rekening', 'jaji', 'bintang', 'lgi', 'mohon', 'kasih', 'jelas', 'min']"
"terimakasih neo+ telah memberi kami kemudahan bertransaksi, semoga kedepan nya selalu memberikan yg terbaik👍",5,2021-09-23 15:12:18,Neocommerce,Playstore,positif,terimakasih neo telah memberi kami kemudahan bertransaksi semoga kedepan nya selalu memberikan yg terbaik👍,"['terimakasih', 'mudah', 'transaksi', 'moga', 'depan', 'baik']"
Mantap,5,2020-01-21 10:09:13,Jenius,Playstore,positif,mantap,['mantap']
Ribet. Coba kalo gaji saya gak di tf ke mandiri.,1,2021-11-02 11:50:42,Livin,Playstore,negatif,ribet coba kalo gaji saya gak di tf ke mandiri,"['ribet', 'coba', 'gaji', 'gak', 'tf']"
"Kok saya gak bisa login nih, ada aktivitas tak biasa di perangkat anda katanya, padahal saya masukin no ama sandi seperti biasa, mohon di beri penjelasan ama neo+🙏🙏",3,2021-06-28 1:12:45,Neocommerce,Playstore,negatif,kok saya gak bisa login nih ada aktivitas tak biasa di perangkat anda katanya padahal saya masukin no ama sandi seperti biasa mohon di beri penjelasan ama neo🙏🙏,"['gak', 'login', 'aktivitas', 'perangkat', 'masukin', 'no', 'sandi', 'mohon', 'jelas', 'neo']"
"Aplikasi ini bagus baget ngebantu kita buat menabung, transaksi mobile banking dan lain-lain secara gampang dengan menggunakan smartphone...",5,2021-08-20 1:05:51,Jenius,Playstore,positif,aplikasi ini bagus baget ngebantu kita buat menabung transaksi mobile banking dan lainlain secara gampang dengan menggunakan smartphone,"['bagus', 'baget', 'ngebantu', 'tabung', 'transaksi', 'mobile', 'banking', 'lainlain', 'gampang', 'smartphone']"
Gk bisa top up pake dana gk ketemu nama bnc bosku,1,2021-10-05 22:08:32,Neocommerce,Playstore,negatif,gk bisa top up pake dana gk ketemu nama bnc bosku,"['gk', 'top', 'up', 'pake', 'dana', 'gk', 'ketemu', 'nama', 'bnc', 'bos']"
"Aplikasi nya kerennn, aktivasinya mudah sekali hanya tinggal video call aja. Menabung di bank jadi lebih mudah karena adanya mobile banking jenius, membuat kita gampang memantau moneyflow buat ngatur financial",5,2021-07-14 2:38:12,Jenius,Playstore,positif,aplikasi nya kerennn aktivasinya mudah sekali hanya tinggal video call aja menabung di bank jadi lebih mudah karena adanya mobile banking jenius membuat kita gampang memantau moneyflow buat ngatur financial,"['kerennn', 'aktivasinya', 'mudah', 'tinggal', 'video', 'call', 'tabung', 'mudah', 'mobile', 'banking', 'gampang', 'pantau', 'moneyflow', 'ngatur', 'financial']"
Mantap,5,2021-09-19 11:08:11,Seabank,Playstore,positif,mantap,['mantap']
"Aplikasi perbankan paling baik,g nyesel pakek jenius",5,2020-12-04 9:50:01,Jenius,Playstore,positif,aplikasi perbankan paling baikg nyesel pakek jenius,"['perban', 'baikg', 'nyesel', 'pakek']"
admin gimana nih saldo yang saya transfer ke aplikasi neonya sudah masuk tapi tidak ada direkeningnya,2,2021-08-01 19:17:21,Neocommerce,Playstore,negatif,admin gimana nih saldo yang saya transfer ke aplikasi neonya sudah masuk tapi tidak ada direkeningnya,"['admin', 'gimana', 'saldo', 'transfer', 'neonya', 'masuk', 'rekening']"
Mantap,5,2021-06-29 15:47:09,Neocommerce,Playstore,positif,mantap,['mantap']
"Sy skarang mau ngajuin lagi mudah"" ga ditolak...soal nya sy LG butuh banget buat tambahan modal usaha sy",4,2019-11-06 7:12:18,Digibank,Playstore,positif,sy skarang mau ngajuin lagi mudah ga ditolaksoal nya sy lg butuh banget buat tambahan modal usaha sy,"['skarang', 'ngajuin', 'mudah', 'ga', 'ditolaksoal', 'lg', 'butuh', 'tambah', 'modal', 'usaha']"
Great aplikation,5,2022-01-26 8:47:53,Seabank,Playstore,positif,great aplikation,"['great', 'aplikation']"
Masukan kodenya biar dapet bonusnya BPRWC2,5,2021-11-17 1:05:04,Neocommerce,Playstore,netral,masukan kodenya biar dapet bonusnya bprwc,"['masuk', 'kode', 'biar', 'dapet', 'bonus', 'bprwc']"
Niat nya mau top up..Tp pas ngetea tranfer tiap hari selama 2 minggu selalu keluar sistem dalam pemeliharaan...Untung belum top up...,1,2021-07-28 19:38:31,Neocommerce,Playstore,negatif,niat nya mau top uptp pas ngetea tranfer tiap hari selama  minggu selalu keluar sistem dalam pemeliharaanuntung belum top up,"['niat', 'top', 'uptp', 'ngetea', 'tranfer', 'minggu', 'sistem', 'pemeliharaanuntung', 'top', 'up']"
